ID_avtorja,vsebina,vezava,stevilo_strani,izdano,ID_knjige 
19405,"Forty years after their youthful association, Lotte Kestner, real-life heroine of Goethe's famous novel The Sorrows of Werther, makes a pilgrimage to Weimer to see Goethe. Upon her arrival, Lotte, to her surprise, is greeted as a celebrity and taken up into Goethe's set.Thomas Mann, fascinated with the concept of genius and with the richness of German culture, found in Johann Wolfgang von Goethe the embodiment of the German culture hero. Mann's novelistic biography of Goethe was first published in English in 1940. Lotte in Weimar is a vivid dual portrait—a complex study of Goethe and of Lotte, the still-vivacious woman who in her youth was the model for Charlotte in Goethe's widely-read The Sorrows of Young Werther. Lotte's thoughts, as she anticipates meeting Goethe again after forty years, and her conversations with those in Weimar who knew the great man, allow Mann to assess Goethe's genius from many points of view.",Paperback,475,1990,878017
8694,"NIGHT'S MASTER is the first book of the stunning arabesque high fantasy series Tales from the Flat Earth, which, in the manner of The One Thousand and One Nights, portrays an ancient world in mythic grandeur via connected tales.Long time ago when the Earth was Flat, beautiful indifferent Gods lived in the airy Upperearth realm above, curious passionate demons lived in the exotic Underearth realm below, and mortals were relegated to exist in the middle. Azhrarn, Lord of the Demons and the Darkness, was the one who ruled the Night, and many mortal lives were changed because of his cruel whimsy. And yet, Azhrarn held inside his demon heart a profound mystery which would change the very fabric of the Flat Earth forever...Come within this ancient world of brilliant darkness and beauty, of glittering palaces and wondrous elegant beings, of cruel passions and undying love.Discover the exotic wonder that is the Flat Earth.",Mass Market Paperback,208,1978,882258
74531,Tacky's perfect friends find him annoying until his odd behavior saves the day.,Paperback,32,1990,883051
3101,"The time is the fourteenth century. The place is a small town in rural England, and the setting a snow-laden winter. A small troupe of actors accompanied by Nicholas Barber, a young renegade priest, prepare to play the drama of their lives. Breaking the longstanding tradition of only performing religious plays, the groups leader, Martin, wants them to enact the murder that is foremost in the townspeoples minds. A young boy has been found dead, and a mute-and-deaf girl has been arrested and stands to be hanged for the murder. As members of the troupe delve deeper into the circumstances of the murder, they find themselves entering a political and class feud that may undo them. Intriguing and suspenseful, Morality Play is an exquisite work that captivates by its power, while opening up the distant past as new to the reader.",Paperback,224,1996,883995
11593,"The Tale of Tom Kitten is set in the cottage garden Beatrix created herself at Hill Top, the farm she owned near the village of Sawrey. Tom and his sisters look so smart in their new clothes. When their mother sends them outside while she waits for her visitors, she couldn't possibly guess what kind of mess they are going to get themselves into!The Tale of Tom Kitten is number eight in Beatrix Potter's series of 23 little books, the titles of which are as follows:1 The Tale of Peter Rabbit2 The Tale of Squirrel Nutkin3 The Tailor of Gloucester4 The Tale of Benjamin Bunny5 The Tale of Two Bad Mice6 The Tale of Mrs. Tiggy-Winkle7 The Tale of Mr. Jeremy Fisher8 The Tale of Tom Kitten9 The Tale of Jemima Puddle-Duck10 The Tale of the Flopsy Bunnies11 The Tale of Mrs. Tittlemouse12 The Tale of Timmy Tiptoes13 The Tale of Johnny Town-Mouse 14 The Tale of Mr. Tod15 The Tale of Pigling Bland16 The Tale of Samuel Whiskers17 The Tale of The Pie and the Patty-Pan18 The Tale of Ginger and Pickles19 The Tale of Little Pig Robinson20 The Story of a Fierce Bad Rabbit21 The Story of Miss Moppet22 Appley Dapply's Nursery Rhymes23 Cecily Parsley's Nursery Rhymes",Hardcover,58,2002,885500
88445,"Behind the foreboding walls of Newgate Prison, a pact is sealed in secret -- as a dashing and doomed criminal consents to wed a beautiful heiress . . . in return for one night of unparalleled pleasure.In the fading echoes of hollow wedding vows, a promise is broken -- as a sensuous free-spirit flees to a lush Caribbean paradise, abandoning the handsome stranger she married to the gallows. But Ruark Beauchamp's destiny is now eternally intertwined with his exquisite, tempestuous Shanna's. And no iron ever forged can imprison his magnificent passion . . . and no hangman's noose will deny him the ecstasy that is rightfully his.",Paperback,672,2000,896621
88445,"A HEART TORMENTED Erienne's father had given her hand to the richest suitor. She was now Lady Saxton, mistress of a great manor all but ruined by fire, wife to a man whose mysteriously shrouded form aroused fear and pity. Yet even as she fell in love with her adoring husband, Erienne despaired of freeing her heart from the dashingly handsome Yankee who couldn't forget her. The beautiful Erienne, once filled with young dreams of romance, was now a wife and woman ... torn between the two men she loved.",Mass Market Paperback,567,1983,896625
2572,"The faded elegance of Les Oeillets, with its bullet-scarred staircase and serene garden bounded by high walls; Eliot, the charming Englishman who became the children's guardian while their mother lay ill in hospital; sophisticated Mademoiselle Zizi, hotel patronne, and Eliot's devoted lover; 16 year old Joss, the oldest Grey girl, suddenly, achingly beautiful. And the Marne river flowing silent and slow beyond them all ...They would merge together in a gold-green summer of discovery, until the fruit rotted on the trees and cold seeped into their bones ...",Paperback,187,1995,897867
1113469,"In the spring of 1922, several months after completing Siddhartha, Hermann Hesse wrote a fairy tale that was also a love story, inspired by the woman who was to become his second wife. That story, ""Pictor's Metamorphoses"", is presented here along with a half century of Hesse's other short writings. Inspired by the Arabian Nights and the tales of the Brothers Grimm, these nineteen stories display the full range of Hesse's lifetime fascination with fantasy -- as dream, fairy tale, folktale, satire, and allegory.",Paperback,15,1983,904284
52310,"Cover Artist: Louise SullivanIt's influenced William Gibson and been listed as one of the ten essential works of science fiction. Most importantly, Joanna Russ's THE FEMALE MAN is a suspenseful, surprising and darkly witty chronicle of what happens when Jeannine, Janet, Joanna, and Jael--four alternative selves from drastically different realities--meet.",Paperback,214,1997,908311
123715,"Recovering from amnesia, Dr. Arthur Calgary discovers that he alone could have provided an alibi in a scandalous murder trial. It ended in the conviction of Jacko Argyle. The victim was Jacko's own mother, and to make matters worse, he died in prison. But the young man's innocence means that someone else killed the Argyle matriarch, and would certainly kill again to remain in the shadows. Shaded in the moral ambiguity of murder, the provocative psychological puzzler of guilt, vengeance, and blood secrets is among Agatha Christie's personal favorites.",Paperback,288,2002,909932
468569,"Miss Pettigrew, an approaching-middle-age governess, was accustomed to a household of unruly English children. When her employment agency sends her to the wrong address, her life takes an unexpected turn. The alluring nightclub singer, Delysia LaFosse, becomes her new employer, and Miss Pettigrew encounters a kind of glamour that she had only met before at the movies. Over the course of a single day, both women are changed forever.",Paperback,234,2000,916856
229241,"The murder of a rich and beautiful woman causes a stir on Nicholas Street, in the most fashionable section of Sutton, a small town in New York. On a street where the most important thing is keeping up appearances, all eyes are on the Ayers family, as they reveal the secrets they desperately want to stay hidden from the neighbors. The police chief's job is to see through the lies and figure out whose biggest secret is murder.",Paperback,219,1981,921150
338068,"The Ragged Trousered Philanthropists tells the story of a group of working men who are joined one day by Owen, a journeyman-prophet with a vision of a just society. Owen's spirited attacks on the greed and dishonesty of the capitalist system rouse his fellow men from their political quietism. The Ragged Trousered Philanthropists is both a masterpiece of wit and political passion and one of the most authentic novels of English working class life ever written",Paperback,608,1993,921359
92974,"Gervase Phinn is a school inspector in Yorkshire, including the Yorkshire Dales. He chronicles in this book his appointment to the local school inspectorate and then stories of various visits made, with a background cast of brilliant characters such as the chief school inspector, the dazzling secretary who is always getting things wrong, the local aristrocrat who is head of the school governors, potty schoolteachers who should have gone out to grass years ago, and divine children with superb Yorkshire humour.",Paperback,288,2009,924490
6983780,"The great adventure of Damien the Leper began quietly over a century ago. Since then, his remarkable story has become legend throughout the world. Joseph De Veuster left his secure life in Belgium, thrusting aside all thoughts of personal danger and spending the rest of his days as Father Damien comforting the sick and the dying. Though virtually entombed among the living dead of a leper colony on the island of Molokai, Father Damien managed to find beauty and enchantment in the lush surroundings. His extraordinary journey of the spirit comes to life in John Farrow's splendid biography, which has become a classic over the years and is sure to endure as long as people thrill to deeds of valor and pay homage to the great spiritual truths so perfectly reflected in this unforgettable story of courage, sacrifice, and devotion.",Paperback,288,1998,924931
1240,"The semiautobiographical Martin Eden is the most vital and original character Jack London ever created. Set in San Francisco, this is the story of Martin Eden, an impoverished seaman who pursues, obsessively and aggressively, dreams of education and literary fame. London, dissatisfied with the rewards of his own success, intended Martin Eden as an attack on individualism and a criticism of ambition; however, much of its status as a classic has been conferred by admirers of its ambitious protagonist.Andrew Sinclair's wide-ranging introduction discusses the conflict between London's support of socialism and his powerful self-will. Sinclair also explores the parallels and divergences between the life of Martin Eden and that of his creator, focusing on London's mental depressions and how they affected his depiction of Eden.",Paperback,480,1994,929782
87735,"""Sometimes it all comes over me,"" young Abbie said to her fiance, ""that I can do big things. It's ahead of me...kind of like a light in the woods that shines and stays far away. And when I read verse or hear music...or...sing...it beckons me one, and my throat hurts with wanting to do something great."" Abbie Deal did do something great, even if it wasn't what she had dreamed of. And years later, when her children, raised in a rude sod hut, were prosperous men and women of a thriving state, she could say proudly, ""I've seen everything...and I've hardly been away from this yard. I've seen the feeble beginnings of a raw state and the civilization that developed there, and I've been part of the beginning and part of the growth. But it's funny,"" she added, ""I was always too busy filling up the youngsters and getting patches on the overalls to notice that I was part of the epic."" A strong an vigorous picture of pioneer life. The magnificent story of a young girl who went West as a bride -- and helped to build a nation.",Paperback,251,1997,937020
62110,"The true account of a daring mass escape from a Nazi prison camp, by one of the eight hundred men involved. A ""classic"" escape story, fascinating for its portraits of the organizers of the escape and of the Germans running the camp.",Hardcover,,1996,937990
82608,"“Last Wednesday he had been engaged in moving an audience of Rennes to anger; on this Wednesday he was to move an audience of Guichen to mirth...”Once he was André-Louis Moreau, a lawyer raised by nobility, unconcerned with the growing discontent among France’s lower class—until his friend was mercilessly struck down by a member of the aristocracy.Now he is Scaramouche. Speaking out against the unjust French government, he takes refuge with a nomadic band of actors and assumes the role of the clown Scaramouche—a comic figure with a very serious message...Set during the French Revolution, this novel of swashbuckling romance is also a thought-provoking commentary on class, inequality, and the individual’s role in society—a story that has become Rafael Sabatini’s enduring legacy.With an Introduction by Gary Hoppenstand",Mass Market Paperback,359,2001,938105
29998,"In a disturbing vision of the future, Daniel Weinreb leaves behind the repression and censorship of the Midwest to pursue a career in New York, despite the famine and poverty of the overpopulated East Coast.",Mass Market Paperback,359,1988,939284
17248,"First published in 1952, Witness was at once a literary effort, a philosophical treatise, and a bestseller. Whittaker Chambers had just participated in America's trial of the century in which Chambers claimed that Alger Hiss, a full-standing member of the political establishment, was a spy for the Soviet Union. This poetic autobiography recounts the famous case, but also reveals much more. Chambers' worldview--e.g. ""man without mysticism is a monster""--went on to help make political conservatism a national force.",Paperback,808,1987,950143
5376,"Seekers of wisdom and beauty include lovely lost women, eccentric wizards and man-eating melancholy deodands. Twk-men ride dragonflies and trade information for salt. There are monsters and demons. Each being is morally ambiguous: the evil are charming, the good are dangerous.Contents:5 • Turjan of Miir • [Dying Earth] • (1950) • shortstory by Jack Vance22 • Mazirian the Magician • [Dying Earth] • (1950) • novelette by Jack Vance40 • T'sais • [Dying Earth] • (1950) • novelette by Jack Vance68 • Liane the Wayfarer • [Dying Earth] • (1950) • shortstory by Jack Vance (variant of The Loom of Darkness)80 • Ulan Dhor Ends a Dream • [Dying Earth] • (1950) • novelette by Jack Vance109 • Guyal of Sfere • [Dying Earth] • (1950) • novella by Jack Vance",Paperback,156,1977,951749
7732,"En créant le personnage de Zénon, alchimiste et médecin du XVIe siècle, Marguerite Yourcenar, l'auteur des Mémoires d'Hadrien, ne raconte pas seulement le destin tragique d'un homme extraordinaire. C'est toute une époque qui revit dans son infinie richesse, comme aussi dans son âcre et brutale réalité ; un monde contrasté où s'affrontent le Moyen Age et la Renaissance, et où pointent déjà les temps modernes, monde dont Zénon est issu, mais dont peu à peu cet homme libre se dégage, et qui pour cette raison même finira par le broyer.",Paperback,480,1989,953435
44150,"Written while Federico García Lorca was a student at Columbia University in 1929-30, Poet in New York is one of the most important books Lorca produced, and certainly one of the most important books ever published about New York City. Indeed, it is a book that changed the direction of poetry in both Spain and the Americas, a pathbreaking and defining work of modern literature.In honor of the poet's centenary, the celebrated Lorca scholar Christopher Maurer has revised this strange, timeless, and vital book of verse, using much previously unavailable or untranslated material: Lorca's own manuscript of the entire book; witty and insightful letters from the poet to his family describing his feelings about America and his temporary home there (a dorm room in Columbia's John Jay Hall); the annotated photographs which accompany those letters; and a prose poem missing from previous editions. Complementing these new addtions are extensive notes and letters, revised versions of all the poems, and an interpretive lectures by Lorca himself.An excellent introduction to the work of one of the key figures of modern poetry, this bilingual edition of Poet in New York is also a thrilling exposition of the American city in the 20th century.",Paperback,352,1998,953562
95370,"A little girl longs to see beyond the scary sights on the sidewalk and the angry scribbling in the halls of her building. When her teacher writes the word beautiful on the blackboard, the girl decides to look for something beautiful in her neighborhood. Her neighbors tell her about their own beautiful things. Miss Delphine serves her a ""beautiful"" fried fish sandwich at her diner. At Mr. Lee's ""beautiful"" fruit store, he offers her an apple. Old Mr. Sims invites her to touch a smooth stone he always carries. Beautiful means ""something that when you have it, your heart is happy,"" the girl thinks. Her search for ""something beautiful"" leaves her feeling much happier. She has experienced the beauty of friendship and the power of hope.",Paperback,32,2002,957923
21508,"First published in 1932, here is John Cowper Powys's masterwork, an epic novel of terrific cumulative force and lyrical intensity. In it he interweaves the ancient with the modern as he probes the mystical and spiritual ethos of the small English village of Glastonbury and the effect upon its inhabitants of a mystical tradition from the most remote past of human history - the legend of the Grail - to create a book of astonishing scope and beauty. Panoramic in design, charged with scenes of great vividness and informed by Powys's own towering genius, A Glastonbury Romance is still astounding readers.",Paperback,1120,1996,959613
3447,"His name was Feliks. He came to London to commit a murder that would change history. A master manipulator, he had many weapons at his command, but against him were ranged the whole of the English police, a brilliant and powerful lord, and the young Winston Churchill himself...",Mass Market Paperback,384,1983,967688
23069,"Recently voted the greatest fantasy of all time, after The Lord of the Rings and The Hobbit, Gene Wolfe's The Book of the New Sun is an extraordinary epic, set a million years in the future, on an Earth transformed in mysterious and wondrous ways, in a time when our present culture is no longer even a memory. Severian, the central character, is a torturer, exiled from his guild after falling in love with one of his victims, and journeying to the distant city of Thrax, armed with his ancient executioner's sword, Terminus Est. This edition contains the first four volumes of the series.",Hardcover,950,1998,968868
12006,"The Alaskan wilderness is a lonely place for Mark Andersen, especially after the death of his older brother, Jamie. But in time Mark finds someone else to love--Ben, an Alaskan brown bear so huge that no one else dares come near him. Gentle Ben has been a favorite of readers of all ages for 25 years, and is a timeless story of a rare friendship. An ALA Notable Book.",Paperback,192,1992,975534
250725,"Part the diary of Noah Blake, who was 15 in 1805, and part a re-creation of the life that a boy in his circumstances would have lived, this book is a loving tribute to a vanished way of life. Profusely illustrated, it will give its readers a sense of participation in the past that is all too rare in conventional histories.",Paperback,128,1975,977445
1825,"""When he was nearly thirteen, my brother Jem got his arm badly broken at the elbow.... When enough years had gone by to enable us to look back on them, we sometimes discussed the events leading to his accident. I maintain that the Ewells started it all, but Jem, who was four years my senior, said it started long before that. He said it began the summer Dill came to us, when Dill first gave us the idea of making Boo Radley come out."" Set in the small Southern town of Maycomb, Alabama, during the Depression, To Kill a Mockingbird follows three years in the life of 8-year-old Scout Finch, her brother, Jem, and their father, Atticus--three years punctuated by the arrest and eventual trial of a young black man accused of raping a white woman. Though her story explores big themes, Harper Lee chooses to tell it through the eyes of a child. The result is a tough and tender novel of race, class, justice, and the pain of growing up.  Like the slow-moving occupants of her fictional town, Lee takes her time getting to the heart of her tale; we first meet the Finches the summer before Scout's first year at school. She, her brother, and Dill Harris, a boy who spends the summers with his aunt in Maycomb, while away the hours reenacting scenes from Dracula and plotting ways to get a peek at the town bogeyman, Boo Radley. At first the circumstances surrounding the alleged rape of Mayella Ewell, the daughter of a drunk and violent white farmer, barely penetrate the children's consciousness. Then Atticus is called on to defend the accused, Tom Robinson, and soon Scout and Jem find themselves caught up in events beyond their understanding. During the trial, the town exhibits its ugly side, but Lee offers plenty of counterbalance as well--in the struggle of an elderly woman to overcome her morphine habit before she dies; in the heroism of Atticus Finch, standing up for what he knows is right; and finally in Scout's hard-won understanding that most people are essentially kind ""when you really see them."" By turns funny, wise, and heartbreaking, To Kill a Mockingbird is one classic that continues to speak to new generations, and deserves to be reread often. --Alix Wilber",Paperback,320,1991,983552
20105,"This volume explores the whole inner story of modern culture since the Dark Ages, treating modern man's unique position as the creator of his own mythology.",Paperback,752,1991,985519
271029,"Forced to flee England, the Andrews family books passage to a fresh start in a distant country, only to discover a barren, inhospitable land at the end of their crossing. To seventeen-year-old Lavinia, uprooted from everything familiar, it seems a fate worse than the one they left behind. Driven by loneliness she begins a journal. Random Passage satisfies the craving for those details that headstones and history books can never give: the real story of our Newfoundland ancestors, of how time and chance brought them to the forbidding shores of a new found land. It is a saga of families and of individuals; of acquisitive Mary Bundle; of charming Ned Andrews, whose thievery has turned his family into exiles; of mad Ida; of Thomas Hutchings, who might be an aristocrat, a holy man, or a murderer; and of Lavinia - who wrote down the truth and lies about them all. Random Passage has been adapted into a CBC miniseries and is now a national bestseller.",Paperback,272,1992,985692
33987,"LOVE IN A STRANGER'S EYES...ELLYIn town, they called her ""Crazy Widow Dinsmore."" But Elly was no stranger to their ridicule--she had been an outsider all her life, growing up in a boarded-up old house under the strict eye of her eccentric grandparents. Now she was all alone, with two little boys to raise, and a third child on the way.WILLHe drifted into Whitney, Georgia, one lazy afternoon in the summer of 1941, hoping to put his lonely past behind him. He yearned for the tenderness he had never known, the home he'd never had. All he needed was for someone to give him a chance.Then he saw her classified ad: WANTED--A husband. When he stepped across Elly Dinsmore's cluttered yard, Will Parker knew he had come home at last ...",Paperback,480,1991,987577
443003,"French Legionnaires find one of their fortresses manned by dead men. Who could have done it? A flashback unravels the mystery of the three English Geste brothers. A classic, rip-roaring tale of adventure.",Hardcover,367,1976,997335
58,"Dune, the epic story of the planet Arrakis, its Atreides rulers and their mortal enemies the Harkonnens, is the finest, most widely acclaimed and enduring science fiction novel of the twentieth century.Huge in scope, towering in concept, it is a work that will live on in the reader's imagination.",Paperback,608,1982,1000049
3119,"In ""The Day of the Scorpion,"" Scott draws us deeper in to his epic of India at the close of World War II. With force and subtlety, he recreates both private ambition and perversity, and the politics of an entire subcontinent at a turning point in history. As the scorpion, encircled by a ring of fire, will sting itself to death, so does the British raj hasten its own destruction when threatened by the flames of Indian independence. Brutal repression and imprisonment of India's leaders cannot still the cry for home rule. And in the midst of chaos, the English Laytons withdraw from a world they no longer know to seek solace in denial, drink, and madness.",Paperback,493,1998,1000718
3119,"India, 1943: In a regimental hill station, the ladies of Pankot struggle to preserve the genteel façade of British society amid the debris of a vanishing empire and World War II. A retired missionary, Barbara Batchelor, bears witness to the connections between many human dramas; the love between Daphne Manner and Hari Kumar; the desperate grief an old teacher feels for an India she cannot rescue; and the cruelty of Captain Ronald Merrick.",Paperback,399,1998,1000724
10673,"When orphaned 11-year-old Pollyanna comes to live with austere and wealthy Aunt Polly, her philosophy of gladness brings happiness to her aunt and other members of the community, somewhat to their surprise.",Paperback,304,2002,1000751
7010931,"In the 21st century, fluctuations in solar radiation have caused the ice-caps to melt and the seas to rise. Global temperatures have climbed, and civilization has retreated to the Arctic and Antarctic circles. London is a city now inundated by a primeval swamp, to which an expedition travels to record the flora and fauna of this new Triassic Age. This early novel by the author of CRASH and EMPIRE OF THE SUN is at once a fast paced narrative, a stunning evocation of a flooded, tropical London of the near future and a speculative foray into the workings of the unconscious mind.",Paperback,171,1974,1003273
30716,"The classic biography of Hitler that remains, years after its publication, one of the most authoritative and readable accounts of his life. Here in an abridged edition.",Paperback,512,1991,1016875
10318,"Desperate to help her widowed sister and baby escape a deadly pursuer, Lady Chastity Ware dresses as a highwayman and captures the first coach to travel down the road. Coming face-to-face with its occupant, the arrogant aristocrat, Cyn Malloren, she orders him to drive her to a remote cottage.Little does Chastity realize that after long months of recovering from his war wounds, the handsome Cyn is looking for adventure, and being abducted by a cocky highwayman—obviously a lovely woman in disguise—is even more than he had hoped for. Willingly he is drawn into her devilishly reckless plan...and helplessly he is seduced by her wonderfully wicked ways.",Mass Market Paperback,371,2002,1022794
29919,"A furious homage to the homeless and a lyrical meditation on language and experience. You will be led to a place you haven't been, from where few stories come. You will be led by King, a dog (or is he?) to a wasteland beside the motorway called Saint Valery.",Paperback,256,2006,1023214
184683,"De donkere kamer van Damokles vertelt het verhaal van Henri Osewoudt, sigarenhandelaar te Voorschoten. Tijdens de Tweede Wereldoorlog ontmoet hij de verzetsman Dorbeck, die sprekend op hem lijkt op één ding na, dat hij zwart haar heeft terwijl Osewoudt blond is, en die hem opdrachten geeft die hij gewillig uitvoert.Na de bezetting lijkt alles zich tegen hem te keren en wordt hij gekwalificeerd als fantast en landverrader. Hij tracht wanhopig het tegendeel te bewijzen.",Hardcover,335,1990,1029082
12942,"In the summer of 1977, Victoria Leonard's world changed forever—when Caitlin Somers chose her as a friend. Dazzling, reckless Caitlin welcomed Vix into the heart of her sprawling, eccentric family, opening doors to a world of unimaginable privilege, sweeping her away to vacations on Martha's Vineyard, a magical, wind-blown island where two friends became summer sisters...Now, years later, Vix is working in New York City. Caitlin is getting married on the Vineyard. And the early magic of their long, complicated friendship has faded. But Caitlin has begged Vix to come to her wedding, to be her maid of honor. And Vix knows that she will go—for the friend whose casual betrayals she remembers all too well. Because Vix wants to understand what happened during that last shattering summer. And, after all these years, she needs to know why her best friend—her summer sister—still has the power to break her heart...",Paperback,416,1999,1032220
83925,"Kamini has recently moved from India to Canada. Plunged into the past by acrimonious telephone calls and odd postcards from her mother, she tries to make sense of the eccentric family she has left behind. Why was her Mother as bitter as a tamarind with her lot in life? Why did she seem to love Roopa best, rubbing almond oil on her skin at bath-time and never scolding her for getting her sums wrong? And where did she disappear to while Dadda was away on business, leaving her daughters in the care of a superstitious old ayah? A wise and affectionate portrait of two generations of women in an Indian family, Tamarind Woman is a beautifully evocative novel that explores the mutability of memory and unravels the deep ties of love and resentment that bind mothers and daughters everywhere.Tamarind Woman is the author's debut novel.",Paperback,272,2002,1043382
193170,"During his earthly ministry, Jesus performed many miracles, including healing numerous diseased and disabled bodies. But perhaps his greatest miracle was the healing of people's souls, - the forgiveness of sin. Jesus offers us that same miracle on the same terms- sincere repentance. In The Miracle of Forgiveness, President Spencer W Kimball gives a penetrating explanation of repentance and forgiveness and clarifies their implications for Church members. His in-depth approach shows that the need for forgiveness is universal; portrays the various facets of repentance, and emphasizes some of the more serious errors, particularly sexual ones, which afflict both modern society and Church members. Most important, he illuminates his message with the brightness of hope that even those who have gone grievously astray may find the way back to peace and security. Never before has any book brought this vital and moving subject into so sharp a focus. This classic book is a major work of substance and power. After, all who does not need the miracle of forgiveness.",Paperback,376,1997,1055617
29974,"A stunning achievement in speculative fiction, A Voyage to Arcturus has inspired, enchanted, and unsettled readers for decades. It is simultaneously an epic quest across one of the most unusual and brilliantly depicted alien worlds ever conceived, a profoundly moving journey of discovery into the metaphysical heart of the universe, and a shockingly intimate excursion into what makes us human and unique.  After a strange interstellar journey, Maskull, a man from Earth, awakens alone in a desert on the planet Tormance, seared by the suns of the binary star Arcturus. As he journeys northward, guided by a drumbeat, he encounters a world and its inhabitants like no other, where gender is a victory won at dear cost; where landscape and emotion are drawn into an accursed dance; where heroes are killed, reborn, and renamed; and where the cosmological lures of Shaping, who may be God, torment Maskull in his astonishing pilgrimage. At the end of his arduous and increasingly mystical quest waits a dark secret and an unforgettable revelation. A Voyage to Arcturus was the first novel by writer David Lindsay (1878–1945), and it remains one of the most revered classics of science fiction. This commemorative edition features an introduction by noted scholar and writer of speculative fiction John Clute and a famous essay by Loren Eiseley.",Paperback,274,2002,1064084
318835,"The Axion Esti [is] the work on which Elytis's reputation rests, and which almost certainly won him the Nobel Prize.""New York Review of Books",Paperback,104,1974,1070107
158380,"An interracial romamce, intended to synthesize the Negro experience in terms and through people which will involve the reader and explore semantic worlds of difference and discrimination from """"nigra"""" to """"white man's nigger"""" to the point where the Negro can be an individual without a tag.",Hardcover,853,2008,1081063
7128,"When Mariah White catches her husband with another woman, her life starts to fall apart. And when her daughter, Faith, begins to confide in an imaginary friend, her own brush with insanity starts to take on a darker meaning.Then Faith appears to start performing miracles, and all at once the situation is spiralling beyond Mariah’s control. Is Faith truly seeing God? Or is she just a troubled little girl seeking refuge from her parents’ divorce?When it comes to matters of faith, it's hard to know who to believe...",Hardcover,422,1999,1083195
123715,"Mrs. McGinty is dead and everyone suspects James Bentley, her slightly shifty lodger, but Superintendent Spence is suspicious enough to ask for Hercule Poirot's assistance. Soon, the seemingly simple situation turns into a complex web of lies and hidden identities. Unabridged. 5 CDs.",Hardcover,240,2001,1100115
16865,"Not Wanted on the Voyage is the story of the great flood and the first time the world ended, filed with an extraordinary cast of remarkable characters. With pathos and pageantry, desperation and hope, magic and mythology, this acclaimed novel weaves its unforgettable spell.",Paperback,352,1996,1101679
42354,"In her best-loved novel, The Stone Angel, Margaret Laurence introduces Hagar Shipley, one of the most memorable characters in Canadian fiction. Stubborn, querulous, self-reliant – and, at ninety, with her life nearly behind her – Hagar Shipley makes a bold last step towards freedom and independence.As her story unfolds, we are drawn into her past. We meet Hagar as a young girl growing up in a black prairie town; as the wife of a virile but unsuccessful farmer with whom her marriage was stormy; as a mother who dominates her younger son; and, finally, as an old woman isolated by an uncompromising pride and by the stern virtues she has inherited from her pioneer ancestors.Vivid, evocative, moving, The Stone Angel celebrates the triumph of the spirit, and reveals Margaret Laurence at the height of her powers as a writer of extraordinary craft and profound insight into the workings of the human heart.From the Hardcover edition.",Paperback,328,1988,1102322
368349,,Paperback,75,1990,1105192
